the_geom,cartodb_id,year,left_cartodb_id,cmp_segid,cmp_name,cmp_from,cmp_to,direction,length,cls_hcm85,period,auto_speed,los_hcm85,transit_speed,transit_sd,transit_cv,atspd_ratio,right_cmp_segid,right_length
0105000020E61000000100000001020000001A0000005319E6BA5D9D5EC0FC0AEA1000E44240B70A986C709D5EC0A80FD29FFEE3424072C924D7819D5EC06B6436E3FCE34240B6B27652939D5EC0CBD1032FFBE34240BD708108A59D5EC033753EF0F9E34240C09F0488B69D5EC0FDF26F44F8E3424030CEB520C89D5EC0032C717FF6E34240C04D718FD99D5EC03B5BF505F5E34240CA2D8A1BEB9D5EC0D07866B6F3E342402F659BBCFC9D5EC08769DDCFF1E34240F89827270E9E5EC079C84713F0E3424015D6F102209E5EC00F646791EEE3424059A18458319E5EC02A5B1731EDE342408270DD243A9E5EC03B41605FECE34240683A3BDC429E5EC0D486A78DEBE3424074BE8A85559E5EC08252E7B7E9E34240FF60788F679E5EC01915A42DE8E3424067B74956799E5EC037D86B79E6E34240269064E28A9E5EC0E7F76C4BE5E34240C45152559C9E5EC091467F5CE3E3424092C8C6FEAD9E5EC0778E9FDAE1E34240E9704A7EBF9E5EC02F04420DE0E342400BC73BF1D09E5EC0A2004948DEE34240A7684B92E29E5EC09C55E711DDE342407C350B01F49E5EC09246DA76DBE342405FB60AFA069F5EC0EC47DF1AD9E34240,2181,2007,2164,114,Geary,Arguello,25th Ave,W,1.42315966319,3,AM,23.0393546276,B,,,,,114,1.42315966319
0105000020E6100000010000000102000000060000001E0D10559E9A5EC0C365A34B8EE34240C6738636A69A5EC0FBF70AF88BE342407A61FE10C19A5EC026C8644085E342400BDEC91DDC9A5EC03EE8393D7EE34240454D40F8F69A5EC0A3710D3A77E342403F420C05129B5EC08424C88A70E34240,2605,2007,2589,135,Hayes,Market,Gough,W,0.391576854315,3,PM,13.2807216269,C,5.3,,,2.50579653337736,135,0.39157685432
0105000020E61000000100000001020000002B000000770870160E9A5EC001008A9599DE4240761F73C60F9A5EC0AA137AA181DE42409995C7F80F9A5EC07830E5887DDE4240CE59C8F80F9A5EC01299EB2C7BDE424007195448119A5EC034CA3E3A76DE4240EE3C6637129A5EC038FFC0C074DE42408D2846B9139A5EC0AD11A44F73DE4240B9C92CEB169A5EC084062AA870DE4240A074CA29199A5EC082FE8F826FDE4240CE2C7D9E1E9A5EC0197FFD696BDE4240E987243D249A5EC09509EFD765DE4240CB947FCF279A5EC079CB2AAF5DDE424027CD817F299A5EC08C4584C955DE4240E52ADD112D9A5EC0E93F1D5F43DE4240239B1576309A5EC076C067E735DE4240EEF52186359A5EC0F5748FF129DE424045456CD9399A5EC0F97D7EC823DE4240B5CB81783C9A5EC013F053211FDE4240F497336E499A5EC02EF880A10FDE42405EFD061D4B9A5EC0275A7F330DDE42407DBA9E3F4C9A5EC019BE6CD40BDE42402E11CDF76B9A5EC02C06B4FAEBDD4240EB8F0CED7B9A5EC0B21449ECDBDD42400EE969B0889A5EC0D5A30F57CFDD4240270396B6979A5EC0690555A4C3DD42405FB69468A89A5EC0E0A20F5EBCDD42408B916F3CB79A5EC0C962F827B9DD4240DC688A34D09A5EC0E6137ADCB8DD4240C80F79F7DF9A5EC09DBCFABEB9DD424009AF4D1BED9A5EC057B55F99B8DD42400F561860FE9A5EC036A6D152B3DD4240395169940D9B5EC01D1CA6E6ACDD4240499083141B9B5EC072731165A9DD4240D5D5FCA2219B5EC03A1498A8A8DD42405399D9A82D9B5EC061DF4D82A7DD42404E404345329B5EC0F9E6A504A5DD4240814B94E53F9B5EC0BCEA57BE96DD4240F8883AF65B9B5EC031AFEC649CDD4240855B9665639B5EC0B68FC8AB9DDD424009173DE8699B5EC0912966299CDD4240034687FD7D9B5EC0B505FD9E92DD4240E86228E5949B5EC0EFC7267B85DD424034928377989B5EC0E5E98E2783DD4240,639,2011,627,33,Alemany,Bay Shore,Lyell,W,1.56629050264,3,AM,28.1330138412,A,15.14,3.05,20.1453104359313,1.85819113878468,33,1.56629050264
0105000020E61000000100000001020000001D00000014397DF4E2995EC0A22EDBF6D5DF4240A5BFB271DC995EC03B5404F7CBDF4240A6BD598FDA995EC0D6776D75C8DF424013322E01D7995EC0A532310EBDDF42409A79A661D7995EC04B407AF2B1DF4240076CDB96E0995EC0C1C158177FDF424085785047DF995EC0947620EB71DF42408EB43C58DE995EC0111CF3156CDF4240FD24C5F7DD995EC0380ACFE463DF42407C97CD9EE3995EC0F781AB3045DF424062A803BCE4995EC037A7845B3FDF4240FFDB1AA2E9995EC07E44C84C31DF42403C062402ED995EC055918CAA27DF424024217CE4EE995EC059A379AF22DF424017AAC6B7F0995EC0D1C835831DDF424031E25E16F2995EC0E1C1B8EF19DF4240F68AC208F9995EC006A1CFA206DF4240640F927C049A5EC09B33B657E7DE424007DF38B20A9A5EC04A133B20D1DE42404E23E62F0C9A5EC0B109552FC0DE4240349208F50C9A5EC0A8396EA7AEDE42403D9ECAF70C9A5EC02B5C880FAADE424047A22B230D9A5EC09F26C52AA6DE42405FEB7F550D9A5EC0FDF7AFC6A1DE4240D20E70160E9A5EC041EF8B9599DE4240FA2D80550D9A5EC0FF9222F088DE424093D25C270D9A5EC099310BBA85DE4240A9014B380C9A5EC02C29D3BB79DE4240C440F4D00B9A5EC0CAC64B5E73DE4240,755,2013,743,39,Bayshore,Jerrold,Industrial,S,0.802763976744,3,AM,22.1,B,7.1,2,28.169014084507,3.11267605633803,39,0.80276397674
0105000020E61000000100000001020000000500000027BB4F3D78995EC0ABC04053CCE5424010CD167075995EC0DD583CA7AFE542400BFD343E72995EC0A998973E91E5424073F007B06E995EC098124C4C6DE54240975C08CD54995EC0799E865644E54240,779,1993,767,41,Beale/Davis,Clay,Mission,S,0.324642787669,3,AM,11.3,D,,,,,41,0.32464278767
0105000020E6100000010000000102000000080000009A49EFDB369B5EC0B6930B52DFE44240B13089181C9B5EC0D12394E6E5E442409E79BD0B019B5EC07202BFE9ECE44240DE9F0376DB995EC0B4F7E04B37E54240A35F8462C0995EC0BADEC24B3EE542404BF457C994995EC07A6AE2A14AE54240FB1BA0CD91995EC09E7BB5D849E542403F7908718B995EC014A7C0B73FE54240,1142,2013,1128,59,Bush,Gough,Market,E,1.45497411971,3,AM,16.4,C,,,,,59,1.45497411971
0105000020E610000001000000010200000009000000DA56D902E8995EC015A16657B0E542405A3A0DF6CC995EC049E12552B7E5424024C6D360C0995EC0385FBED3BAE54240F28542E9B1995EC0643ED6DBBCE54240B12EEA06B0995EC01BC05527BDE54240AA29BE00A1995EC03A5E68F4C0E5424086B342F09E995EC015C403B1C2E542402ECAC6968B995EC099D611ACC7E5424027BB4F3D78995EC0ABC04053CCE54240,1397,1993,1383,72,Clay,Kearny,Davis,E,0.378528736482,3,PM,7,E,,,,,72,0.37852873648
0105000020E610000001000000010200000003000000D5EA91AB37995EC087FE7D635EE342406308DBC513995EC06871606799E3424061AEE5D7EE985EC077C85E52D2E34240,1507,2017,2773,144,King,4th,2nd,E,0.344637634925,3,AM,13,C,,,,,144,0.34463763492
0105000020E61000000100000001020000000C000000E7DF8672489B5EC023E3103082E24240FDDFA236429B5EC04277D3D983E242407AD8F11E2C9B5EC04EB6CF8086E242404863E5AC1F9B5EC0B4F73EFF87E242400BC9999B149B5EC084B84E5389E2424016CD3BCF079B5EC093B380DC8AE24240873918FEFA9A5EC0CA9A71808CE24240EE980F1AF89A5EC0B1E5B1C08BE242403E906F71F09A5EC0E410B47E8CE242407D9A414EEE9A5EC02B4FBCB38CE242405BD337FAE79A5EC00803B33091E242406CA7683AE19A5EC0293341E692E24240,1643,2006,1629,85,Duboce/Division,Market,Mission,E,0.34837944576,3,AM,12,D,,,,,85,0.34837944576
0105000020E610000001000000010200000003000000D5EA91AB37995EC087FE7D635EE342406308DBC513995EC06871606799E3424061AEE5D7EE985EC077C85E52D2E34240,1681,2017,2774,144,King,4th,2nd,E,0.344637634925,3,PM,12.3,D,,,,,144,0.34463763492
0105000020E610000001000000010200000005000000BEA5E9D2F39D5EC03FDAC754FBE24240B0BE094A059E5EC0022F4CDBF9E2424082012CC1169E5EC0998E4C16F8E24240ABCF6E66289E5EC04DDBCF9CF6E24240E486D508319E5EC0FB2EB3C2F5E24240,2050,1993,2034,108,Fulton,10th Ave,Park Presidio,W,0.204862455561,3,AM,14.2,C,,,,,108,0.20486245556
0105000020E610000001000000010200000005000000BEA5E9D2F39D5EC03FDAC754FBE24240B0BE094A059E5EC0022F4CDBF9E2424082012CC1169E5EC0998E4C16F8E24240ABCF6E66289E5EC04DDBCF9CF6E24240E486D508319E5EC0FB2EB3C2F5E24240,2051,2001,2035,108,Fulton,10th Ave,Park Presidio,W,0.204862455561,3,AM,10.4,D,,,,,108,0.20486245556
0105000020E610000001000000010200000005000000BEA5E9D2F39D5EC03FDAC754FBE24240B0BE094A059E5EC0022F4CDBF9E2424082012CC1169E5EC0998E4C16F8E24240ABCF6E66289E5EC04DDBCF9CF6E24240E486D508319E5EC0FB2EB3C2F5E24240,2052,2004,2036,108,Fulton,10th Ave,Park Presidio,W,0.204862455561,3,AM,6.4,F,,,,,108,0.20486245556
0105000020E61000000100000001020000000300000061AEE5D7EE985EC077C85E52D2E342406308DBC513995EC06871606799E34240D5EA91AB37995EC087FE7D635EE34240,2074,2013,2777,145,King,2nd,4th,W,0.344637634925,3,AM,15.9,C,,,,,145,0.34463763492
0105000020E610000001000000010200000014000000A1F5E498D2995EC0C391E2CEDBE442400130E0F9EB995EC04F1DF051D5E44240CE2EDB5A059A5EC0EA6862DDCEE442409D1BED2C209A5EC055AE2B04C8E44240B330F1283B9A5EC06F848E22C1E442400AE4FD0F569A5EC051F35749BAE4424017311890639A5EC0E6748AD8B6E442409305C031719A5EC0F2E8C63DB3E44240B7B772FB8B9A5EC060DF2086ACE442400A2D7CE2A69A5EC042BC84A4A5E4424029D1F2BCC19A5EC09FED4DCB9EE44240F8EDBDC9DC9A5EC055F078FA97E442407081100DF89A5EC0AA95DD1891E4424096F39CA8129B5EC04007C0828AE442403561D7311B9B5EC0D676CA2688E44240D2C2B3A61F9B5EC0713E823387E44240E80C1AD4249B5EC0A020DA6587E44240BBAA5DD3299B5EC01B8457B187E442408CE048C22B9B5EC0C497D5FC87E44240AA0A54F42D9B5EC046BF886E85E44240,2150,2017,2133,112,Geary,Kearny,Gough,W,1.17639703583,3,AM,10.3,D,8.9,2.204603769,24.7708288651685,1.15730337078652,112,1.17639703583
0105000020E6100000010000000102000000060000001E0D10559E9A5EC0C365A34B8EE34240C6738636A69A5EC0FBF70AF88BE342407A61FE10C19A5EC026C8644085E342400BDEC91DDC9A5EC03EE8393D7EE34240454D40F8F69A5EC0A3710D3A77E342403F420C05129B5EC08424C88A70E34240,2606,2009,2590,135,Hayes,Market,Gough,W,0.391576854315,3,AM,12.3632221082,D,6.92454510019,,,1.78542011486946,135,0.39157685432
0105000020E610000001000000010200000005000000DABB3980249E5EC07A2289FCA6DA42401F4A8CB2249E5EC0D29F145DC3DA424046A55845259E5EC06512AF83F6DA42401541AD77259E5EC00EE3895320DB4240A2589E38269E5EC09AA15A6A30DB4240,2635,1993,2619,137,Junipero Serra,County Line,Brotherhood,N,0.289362174587,1,AM,40.4,A,,,,,137,0.28936217459
0105000020E610000001000000010200000002000000AA3F687F46995EC0540681D95AE5424065D21B1B60995EC0F49AFC0984E54240,2874,1999,2868,150,Main,Mission,Market,N,0.121791230451,3,AM,11.5,D,,,,,150,0.12179123045
0105000020E610000001000000010200000009000000F447F3F92D9E5EC05136AAB50ADE42401786A073249E5EC0AA89F04F1CDE424085F137A0129E5EC0AAA374753ADE4240599029F1079E5EC04397374E4ADE4240C1BE97FDFF9D5EC008F60EA557DE4240B789A291F89D5EC0E91F9C8563DE4240DF5BD580EC9D5EC045DC2B2E75DE4240D3F111BFDD9D5EC0CBD7B0708EDE42407B994F4ED59D5EC03FA4D41D9FDE4240,2906,2013,2900,151,Market/Portola,Sloat,Santa Clara,E,0.431052323524,3,AM,21.8,B,,,,,151,0.43105232352
0105000020E610000001000000010200000028000000A89F8E44D59D5EC0915F96519FDE42407726A662D09D5EC062732B01A4DE42405B59B5A1CF9D5EC008DD24C6A5DE424021222B52CE9D5EC0D4EF3B37A7DE4240FEFD3F10C69D5EC01E7648F7ADDE42401BE45F0DBD9D5EC0083AF780B3DE42404E11410EB79D5EC0DB1D7128B6DE4240460AD38CB29D5EC00BC68F02B7DE4240D5B754CCAE9D5EC0644B08E5B7DE4240C3F0FFE79D9D5EC0D36F1DB2BBDE42404E6150F2909D5EC0F5A91AA5BEDE4240D93EFDBD819D5EC000F52CDBC1DE4240B7C8AA775E9D5EC0ABADD1C0C9DE42403A21BEE5579D5EC007CECB1CCCDE4240EE2E0B71529D5EC0B836639ECFDE42403B5C59434F9D5EC0681E793DD2DE4240E9DD8D2F479D5EC0F82521F5D8DE42407EC8146D349D5EC002D70307EEDE424070BABA8A329D5EC0E2241B0FF0DE424094D63BCA2E9D5EC066AF2C38F6DE4240B430AECA2B9D5EC07AE3D5EFFCDE4240517942F9289D5EC065BB122907DF42401454C7E8269D5EC05E04B80E0FDF4240AEC811F2229D5EC0007E310E1CDF42404D0CEC951F9D5EC07CD2A05B22DF4240B767E5351C9D5EC0D70DC65E29DF4240BC500D93169D5EC0A52B864C33DF4240EC3FAF50119D5EC087BBACE63ADF42402C423F9E039D5EC0FA5392CA4EDF42407EACEBB9F29C5EC0EFDDF2F962DF4240A044F717E79C5EC07D26AE7E6DDF42407E77BD82DA9C5EC095DC542977DF42404F40C2B1D49C5EC0E1F36F3179DF424023A70FBCC79C5EC06A97FEB27CDF424019EB9E09BA9C5EC0107A8F9082DF424023095C64A89C5EC0BF0F53508BDF4240F6093A3D959C5EC07328F66394DF4240D2C090EE8D9C5EC017470B0397DF42407B77461A829C5EC023C2A2849ADF4240EF225528789C5EC06045A0B29BDF4240,2928,2017,2922,152,Market/Portola,Santa Clara,Burnett,E,1.33884085215,3,AM,15.7,C,10.4,1.381371469,13.2824179711538,1.50961538461538,152,1.33884085215
0105000020E61000000100000001020000000B000000F54F65A8309B5EC069532061A7E2424077EE2763229B5EC0495F1BE4BDE24240F541D75F1C9B5EC0144A4343C7E24240E5C0ED050C9B5EC0BB024EFCE0E2424097FC14B3049B5EC08E9BA3A6ECE2424092329DDD009B5EC0E7302BAEF2E2424077C4B43FF69A5EC034A51A7503E34240125D5294F19A5EC039B1A7170BE342409BCB4884EC9A5EC04432E18712E3424092F0D139E59A5EC04E054A081EE3424077CD42FDD49A5EC02F7EB9C937E34240,2980,2007,2974,155,Market/Portola,Guerrero,Van Ness,E,0.431522394244,3,PM,10.4626087887,D,5.4,,,1.93752014605556,155,0.43152239424
0105000020E61000000100000001020000000D0000002D08353D959C5EC09B8CF015A5E442409D69B04D979C5EC0473CF150A3E4424007CCB3FD989C5EC07348F68BA1E442406B376243A49C5EC0C439691E88E44240847E9860A59C5EC0438AD56E83E44240FA7B10C1A59C5EC0DF92BECF80E442405C3B10C1A59C5EC06B562B4E7DE4424021AF2000A59C5EC06E5595637AE442401A698571A49C5EC00C8CFB7877E44240238EBD0D9E9C5EC0D5B8C0103AE442403A5A346E9E9C5EC0591FFE8B2FE44240E745252F9F9C5EC04C49EF272BE442405AB8225DA09C5EC0D220F74125E44240,3182,1995,3176,165,Masonic,Presidio,Geary,S,0.29243598541,3,PM,12.7,D,,,,,165,0.29243598541
0105000020E61000000100000001020000000B000000ED1BD4A4BA995EC01222E750A3E4424036AF9F79DF995EC082D7A17269E44240B54B4789039A5EC04170136630E44240C84BF6CE0E9A5EC08A5BF7571EE44240851ED750109A5EC0687960041CE442407B44F22F289A5EC0E9899398F6E342403C7914A04C9A5EC0D78E4DBABCE34240BD1973DB649A5EC00DD6E9BF96E3424008796614719A5EC0985A007383E34240F9C42EA9809A5EC0A5AFF3E76AE3424087412F718A9A5EC0C79AA11C5BE34240,3379,1993,3373,174,Mission/Otis,3rd,9th,S,0.97936818926,3,AM,16.9,C,,,,,174,0.97936818926
0105000020E610000001000000010200000012000000A13A23DEE09A5EC0794BFCAB56E2424020770E3FDE9A5EC07F13004F22E2424042A24AD2DB9A5EC00A26E817EDE14240CC7B3433D99A5EC0260C2FE9B7E1424089049AA4D89A5EC07C76739FABE142407132CC11D89A5EC01B72BB83A0E14240986D1E94D69A5EC09BA3B1D783E1424029725E27D49A5EC024EB94374FE14240326C68B6D19A5EC09787FDE21AE14240D6BD831BCF9A5EC06066608EE6E042404CE891AACC9A5EC0BFBCC239B2E04240EE74AD0FCA9A5EC07F92AC997DE042406DACB79EC79A5EC08D77AA3C49E042409DB6D303C59A5EC06996E7CE14E042404F7C1982C29A5EC0F31D8769E0DF4240F1D022D6C19A5EC00E59A641D2DF424013054604C29A5EC031220D29CEDF424061B8C014C49A5EC0B79FCEEFC3DF4240,3431,2006,3425,176,Mission/Otis,14th,Cesar Chavez,S,1.39150936015,3,PM,13.3,C,6.5,,,2.04615384615385,176,1.39150936015
0105000020E61000000100000001020000002200000097C83C2ADD9B5EC09EB3FF0CA9DC4240B4B908EEE69B5EC013E8F2538FDC4240C0951CDDE79B5EC048F7D6B48CDC4240F180A3FDEE9B5EC0BB3B73B379DC4240BD95FD10FA9B5EC0CB0E6C705CDC42405ACA3825FF9B5EC0B6A016014FDC4240E74A43660D9C5EC0AE1CD44929DC4240ADB9FF3A169C5EC0997AD82F12DC4240E29C698D209C5EC094B130BAF6DB42400594587F2A9C5EC0B0C7216ADCDB424099BE87BD2F9C5EC0A47DF0A6CEDB42408BCB5681399C5EC06164DFEDB4DB4240E98EDE51429C5EC0CF31E8D39DDB4240E9ACAD94449C5EC066C63CB397DB42408614B444469C5EC0625EA80393DB4240EB54B7F4479C5EC055CA93368FDB42404894BCD5529C5EC0076C99E179DB424001999B57549C5EC0B488A1EE76DB4240412615995F9C5EC074D723E561DB4240C6253498659C5EC0750F65C956DB42408B5C078B699C5EC0254BC27A4FDB424084121CAB739C5EC0B15A57793CDB42400213877C769C5EC06E4FC93237DB4240FC38076E839C5EC04CF237F31EDB4240B93F3BA38C9C5EC03209924815DB4240F918CD52919C5EC0DE50E55510DB424076B73B86A69C5EC06B33F1D2F9DA4240CD78DBF5B19C5EC08A643589EDDA42407032BAF8BA9C5EC01CA4749BE3DA4240ED422B2AC19C5EC0522AE382DFDA42408AE2AB1BCE9C5EC00353BDBAD6DA4240103394ADD49C5EC03195A756D2DA4240B0322A0DDB9C5EC05B9197F2CDDA424010BD0D22F89C5EC0077BB20EBADA4240,3463,1993,3457,178,Mission/Otis,Ocean,Sickles,S,1.4475325243,3,PM,15.1,C,,,,,178,1.4475325243
0105000020E6100000010000000102000000050000005F148588419B5EC0B23B3BB325E34240071C0FAE269B5EC04BF960B62CE34240EE1F75A50B9B5EC04D8E076E33E34240C5749D09F39A5EC07BB337DA39E3424098AFFECAF09A5EC0C6F132713AE34240,3514,2006,3634,187,Oak,Laguna,Franklin,E,0.273284032049,3,AM,14.8,C,,,,,187,0.27328403205
0105000020E6100000010000000102000000060000000A24D0B3C69A5EC0166551ED29E7424099058728CC9A5EC05D12D67328E7424083EF5135E79A5EC0D4AD0D7921E7424041FCF713029B5EC030EF642A1AE742409874C3201D9B5EC0DD1B3F2713E74240BBF06CFF379B5EC06279966F0CE74240,3561,1991,3554,183,North Point,Columbus,Van Ness,W,0.38345247684,3,PM,8.5,E,,,,,183,0.38345247684
0105000020E6100000010000000102000000050000005F148588419B5EC0B23B3BB325E34240071C0FAE269B5EC04BF960B62CE34240EE1F75A50B9B5EC04D8E076E33E34240C5749D09F39A5EC07BB337DA39E3424098AFFECAF09A5EC0C6F132713AE34240,3636,1993,3629,187,Oak,Laguna,Franklin,E,0.273284032049,3,AM,20,B,,,,,187,0.27328403205
